Date,Number_of_game,Day_of_week,Visiting_team,Visiting_team_league,Visiting_team_game_number,Home_team,Home_team_league,Home_team_game_number,Visiting_team_score,Home_team_score,Length_of_game_in_outs,Day_night,Completion_information,Forfeit_information,Protest_information,Park_ID,Attendance,Time_of_game_in_minutes,Visiting_line_scores,Home_line_scores
4/5/16,0,Tue,SEA,AL,2,TEX,AL,2,10,2,54,N,,,,ARL02,28386,210,010100260,000200000
4/5/16,0,Tue,COL,NL,2,ARI,NL,2,6,11,51,N,,,,PHO01,21830,194,000600000,10100360x
4/5/16,0,Tue,DET,AL,1,MIA,NL,1,8,7,66,N,,,,MIA02,36911,227,13001000201,00000301300
4/5/16,0,Tue,SFN,NL,2,MIL,NL,2,2,1,54,N,,,,MIL06,24123,149,001100000,010000000
4/5/16,0,Tue,SLN,NL,2,PIT,NL,2,5,6,64,N,,,,PIT08,26049,207,00221000000,02102000001
4/5/16,0,Tue,LAN,NL,2,SDN,NL,2,3,0,54,N,,,,SAN02,28329,156,000300000,000000000
4/6/16,0,Wed,MIN,AL,2,BAL,AL,2,2,4,51,N,,,,BAL12,12622,191,001001000,01111000x
4/6/16,0,Wed,BOS,AL,2,CLE,AL,2,6,7,51,N,,,,CLE08,10298,209,020004000,41000110x
4/6/16,0,Wed,HOU,AL,2,NYA,AL,2,6,16,51,N,,,,NYC21,37493,225,140010000,63300130x
4/6/16,0,Wed,CHA,AL,3,OAK,AL,3,1,2,51,N,,,,OAK01,16468,174,001000000,11000000x
4/6/16,0,Wed,TOR,AL,4,TBA,AL,4,3,5,51,D,,,,STP01,14257,167,003000000,00010103x
4/6/16,0,Wed,SEA,AL,3,TEX,AL,3,9,5,54,D,,,,ARL02,26945,176,210000105,020003000
4/6/16,0,Wed,COL,NL,3,ARI,NL,3,4,3,54,D,,,,PHO01,18572,159,201000100,002000001
4/6/16,0,Wed,WAS,NL,2,ATL,NL,2,3,1,54,N,,,,ATL02,18531,173,000000300,000100000
4/6/16,0,Wed,PHI,NL,2,CIN,NL,2,2,3,52,N,,,,CIN09,21621,143,200000000,100000002
4/6/16,0,Wed,DET,AL,2,MIA,NL,2,7,3,54,D,,,,MIA02,17883,202,020003020,000002001
4/6/16,0,Wed,SFN,NL,3,MIL,NL,3,3,4,51,D,,,,MIL06,20098,199,110001000,11100010x
4/6/16,0,Wed,SLN,NL,3,PIT,NL,3,1,5,51,N,,,,PIT08,14890,188,000001000,10003100x
4/6/16,0,Wed,LAN,NL,3,SDN,NL,3,7,0,54,N,,,,SAN02,30054,177,400100011,000000000
4/7/16,0,Thu,TEX,AL,4,ANA,AL,3,3,4,53,N,,,,ANA01,39089,191,101000100,001020001
4/7/16,0,Thu,MIN,AL,3,BAL,AL,3,2,4,51,N,,,,BAL12,11142,152,110000000,00000121x
4/7/16,0,Thu,HOU,AL,3,NYA,AL,3,5,8,51,D,,,,NYC21,30003,180,030200000,01121030x
4/7/16,0,Thu,CHA,AL,4,OAK,AL,4,6,1,54,D,,,,OAK01,12577,186,000002004,000000001
4/7/16,0,Thu,CHN,NL,3,ARI,NL,4,14,6,54,N,,,,PHO01,24656,209,022500104,312000000
4/7/16,0,Thu,PHI,NL,3,CIN,NL,3,6,10,51,D,,,,CIN09,10784,184,001120020,00180010x
4/7/16,0,Thu,LAN,NL,4,SFN,NL,4,6,12,51,D,,,,SFO03,41940,187,021010020,00003405x
4/7/16,0,Thu,MIA,NL,3,WAS,NL,3,6,4,54,D,,,,WAS11,41650,212,301010100,300000100
4/8/16,0,Fri,TEX,AL,5,ANA,AL,4,7,3,54,N,,,,ANA01,35207,210,302100100,011100000
4/8/16,0,Fri,TBA,AL,5,BAL,AL,4,1,6,51,N,,,,BAL12,17304,166,100000000,01014000x
4/8/16,0,Fri,CLE,AL,3,CHA,AL,5,7,1,54,D,,,,CHI12,38019,165,320020000,000100000
4/8/16,0,Fri,NYA,AL,4,DET,AL,3,0,4,51,D,,,,DET05,45049,164,000000000,10020010x
4/8/16,0,Fri,MIN,AL,4,KCA,AL,3,3,4,51,N,,,,KAN06,27166,194,010001010,02000002x
4/8/16,0,Fri,OAK,AL,5,SEA,AL,4,3,2,54,N,,,,SEA03,47065,175,000110001,000020000
4/8/16,0,Fri,BOS,AL,3,TOR,AL,5,8,7,54,N,,,,TOR02,48871,204,011004200,100600000
4/8/16,0,Fri,CHN,NL,4,ARI,NL,5,2,3,53,N,,,,PHO01,27539,168,002000000,000001011
4/8/16,0,Fri,SLN,NL,4,ATL,NL,3,7,4,54,N,,,,ATL02,24824,180,000300112,004000000
4/8/16,0,Fri,PIT,NL,4,CIN,NL,4,6,5,54,N,,,,CIN09,17194,204,010010040,201001100
4/8/16,0,Fri,SDN,NL,4,COL,NL,4,13,6,54,D,,,,DEN02,49360,228,000632002,020300001
4/8/16,0,Fri,HOU,AL,4,MIL,NL,4,4,6,51,N,,,,MIL06,30100,188,000000004,31000002x
4/8/16,0,Fri,PHI,NL,4,NYN,NL,3,2,7,51,D,,,,NYC20,44099,189,000001010,01000240x
4/8/16,0,Fri,LAN,NL,5,SFN,NL,5,2,3,57,N,,,,SFO03,41742,178,0000200000,0000000201
4/9/16,0,Sat,TEX,AL,6,ANA,AL,5,4,1,54,N,,,,ANA01,38106,173,100100200,100000000
4/9/16,0,Sat,CLE,AL,4,CHA,AL,6,3,7,51,D,,,,CHI12,20192,163,000002100,00110050x
4/9/16,0,Sat,NYA,AL,5,DET,AL,4,8,4,54,D,,,,DET05,32419,200,110420000,000200200
4/9/16,0,Sat,MIN,AL,5,KCA,AL,4,0,7,51,N,,,,KAN06,31001,184,000000000,00022300x
4/9/16,0,Sat,OAK,AL,6,SEA,AL,5,6,1,54,N,,,,SEA03,36424,174,200021010,010000000
4/9/16,0,Sat,BOS,AL,4,TOR,AL,6,8,4,54,D,,,,TOR02,47138,168,003131000,202000000
4/9/16,0,Sat,CHN,NL,5,ARI,NL,6,4,2,54,N,,,,PHO01,32185,166,300100000,000100100
4/9/16,0,Sat,SLN,NL,5,ATL,NL,4,12,2,54,N,,,,ATL02,33471,210,021220122,002000000
4/9/16,0,Sat,PIT,NL,5,CIN,NL,5,1,5,51,D,,,,CIN09,22799,180,000001000,20001020x
4/9/16,0,Sat,SDN,NL,5,COL,NL,5,16,3,54,N,,,,DEN02,35177,204,001603006,000200100
4/9/16,0,Sat,HOU,AL,5,MIL,NL,5,6,4,54,N,,,,MIL06,28127,190,201030000,001021000
4/9/16,0,Sat,PHI,NL,5,NYN,NL,4,1,0,54,N,,,,NYC20,37083,164,000010000,000000000
4/9/16,0,Sat,LAN,NL,6,SFN,NL,6,3,2,60,D,,,,SFO03,41224,202,0010000011,0100100000
4/10/16,0,Sun,TEX,AL,7,ANA,AL,6,1,3,51,D,,,,ANA01,35097,163,000010000,00200010x
4/10/16,0,Sun,TBA,AL,6,BAL,AL,5,3,5,51,D,,,,BAL12,23101,173,000120000,04000001x
4/10/16,0,Sun,MIN,AL,6,KCA,AL,5,3,4,59,D,,,,KAN06,35317,203,0000021000,0000010021
4/10/16,0,Sun,OAK,AL,7,SEA,AL,6,2,1,60,D,,,,SEA03,30834,183,0000000101,0000010000
4/10/16,0,Sun,BOS,AL,5,TOR,AL,7,0,3,51,D,,,,TOR02,46158,147,000000000,20000001x
4/10/16,0,Sun,CHN,NL,6,ARI,NL,7,7,3,54,D,,,,PHO01,33258,201,020101210,000210000
4/10/16,0,Sun,SLN,NL,6,ATL,NL,5,12,7,54,D,,,,ATL02,23214,235,004001025,100311001
4/10/16,0,Sun,PIT,NL,6,CIN,NL,6,1,2,52,D,,,,CIN09,27207,184,010000000,000001001
4/10/16,0,Sun,SDN,NL,6,COL,NL,6,3,6,51,D,,,,DEN02,27587,158,011000010,20001012x
4/10/16,0,Sun,HOU,AL,6,MIL,NL,6,2,3,51,D,,,,MIL06,28441,188,100010000,20010000x
4/10/16,0,Sun,PHI,NL,6,NYN,NL,5,5,2,54,D,,,,NYC20,37233,177,001002011,000002000
4/10/16,0,Sun,LAN,NL,7,SFN,NL,7,6,9,51,D,,,,SFO03,41656,187,500100000,20310300x
4/10/16,0,Sun,MIA,NL,4,WAS,NL,4,2,4,51,D,,,,WAS11,24593,172,100000001,10000030x
4/11/16,0,Mon,BAL,AL,6,BOS,AL,6,9,7,54,D,,,,BOS07,37160,206,005001003,300201001
4/11/16,0,Mon,PIT,NL,7,DET,AL,5,7,4,54,D,,,,DET05,26271,197,121120000,010012000
4/11/16,0,Mon,KCA,AL,6,HOU,AL,7,2,8,51,N,,,,HOU03,43332,179,000000020,30030101x
4/11/16,0,Mon,CHA,AL,7,MIN,AL,7,4,1,54,D,,,,MIN04,40638,185,010200001,000100000
4/11/16,0,Mon,ANA,AL,7,OAK,AL,8,4,1,54,N,,,,OAK01,13371,185,000003010,000000001
4/11/16,0,Mon,TEX,AL,8,SEA,AL,7,7,3,54,N,,,,SEA03,13468,180,011100130,100000020
4/11/16,0,Mon,CIN,NL,7,CHN,NL,7,3,5,51,N,,,,CHI11,40882,183,101100000,00000023x
4/11/16,0,Mon,MIA,NL,5,NYN,NL,6,10,3,54,N,,,,NYC20,24318,225,071002000,000300000
4/11/16,0,Mon,SDN,NL,7,PHI,NL,7,4,3,54,D,,,,PHI13,45229,171,002100100,000111000
4/11/16,0,Mon,MIL,NL,7,SLN,NL,7,1,10,51,D,,,,STL10,47608,180,000000100,32400010x
4/11/16,0,Mon,ATL,NL,6,WAS,NL,5,4,6,51,N,,,,WAS11,18119,185,220000000,30101010x
4/12/16,0,Tue,BAL,AL,7,BOS,AL,7,9,5,54,N,,,,BOS07,31114,203,000203400,200020010
4/12/16,0,Tue,PIT,NL,8,DET,AL,6,2,8,51,D,,,,DET05,26489,196,000002000,22000310x
4/12/16,0,Tue,KCA,AL,7,HOU,AL,8,3,2,54,N,,,,HOU03,21027,197,300000000,200000000
4/12/16,0,Tue,ANA,AL,8,OAK,AL,9,5,4,54,N,,,,OAK01,13492,161,010000022,102000100
4/12/16,0,Tue,TEX,AL,9,SEA,AL,8,8,0,54,N,,,,SEA03,13376,155,005001200,000000000
4/12/16,0,Tue,CLE,AL,5,TBA,AL,7,1,5,51,N,,,,STP01,10283,154,000100000,00000014x
4/12/16,0,Tue,NYA,AL,6,TOR,AL,8,3,2,54,N,,,,TOR02,28819,183,010001100,002000000
4/12/16,0,Tue,SFN,NL,8,COL,NL,7,7,2,54,N,,,,DEN02,20814,164,001022020,010010000
4/12/16,0,Tue,ARI,NL,8,LAN,NL,8,4,2,54,D,,,,LOS03,53279,180,000000112,010000001
4/12/16,0,Tue,MIA,NL,6,NYN,NL,7,2,1,54,N,,,,NYC20,28923,197,000100010,100000000
4/12/16,0,Tue,SDN,NL,8,PHI,NL,8,0,3,51,N,,,,PHI13,21043,178,000000000,00000102x
4/12/16,0,Tue,ATL,NL,7,WAS,NL,6,1,2,51,N,,,,WAS11,18378,167,000000001,00000002x
4/13/16,0,Wed,BAL,AL,8,BOS,AL,8,2,4,51,N,,,,BOS07,31011,193,002000000,00220000x
4/13/16,0,Wed,KCA,AL,8,HOU,AL,9,4,2,54,N,,,,HOU03,24109,183,000002020,000001100
4/13/16,0,Wed,CHA,AL,8,MIN,AL,8,3,0,54,N,,,,MIN04,21008,171,000001200,000000000
4/13/16,0,Wed,ANA,AL,9,OAK,AL,10,5,1,54,D,,,,OAK01,11216,183,001010012,000000010
4/13/16,0,Wed,TEX,AL,10,SEA,AL,9,2,4,59,D,,,,SEA03,15075,200,0010000100,0010100002
4/13/16,0,Wed,CLE,AL,6,TBA,AL,8,4,1,54,N,,,,STP01,10117,152,000300010,000000010
4/13/16,0,Wed,NYA,AL,7,TOR,AL,9,2,7,51,N,,,,TOR02,27938,163,000010010,01002004x
4/13/16,0,Wed,CIN,NL,8,CHN,NL,8,2,9,51,N,,,,CHI11,36496,183,100000100,50220000x
4/13/16,0,Wed,SFN,NL,9,COL,NL,8,6,10,51,N,,,,DEN02,21891,187,002030010,20310103x
4/13/16,0,Wed,ARI,NL,9,LAN,NL,9,1,3,51,N,,,,LOS03,44244,192,001000000,00012000x
4/13/16,0,Wed,MIA,NL,7,NYN,NL,8,1,2,51,D,,,,NYC20,22113,173,000000010,00000020x
4/13/16,0,Wed,SDN,NL,9,PHI,NL,9,1,2,51,N,,,,PHI13,17638,156,000000001,10100000x
4/13/16,0,Wed,DET,AL,7,PIT,NL,9,7,3,54,N,,,,PIT08,21175,192,000104002,200000010
4/13/16,0,Wed,MIL,NL,8,SLN,NL,8,6,4,54,N,,,,STL10,40994,169,100120002,300000010
4/13/16,0,Wed,ATL,NL,8,WAS,NL,7,0,3,51,N,,,,WAS11,19400,132,000000000,00030000x
4/14/16,0,Thu,KCA,AL,9,HOU,AL,10,6,2,54,N,,,,HOU03,21203,161,100005000,000000101
4/14/16,0,Thu,CHA,AL,9,MIN,AL,9,3,1,54,D,,,,MIN04,19736,180,100100100,000100000
4/14/16,0,Thu,CLE,AL,7,TBA,AL,9,6,0,54,D,,,,STP01,10715,200,000013101,000000000
4/14/16,0,Thu,BAL,AL,9,TEX,AL,11,3,6,51,N,,,,ARL02,22820,167,001101000,00100500x
4/14/16,0,Thu,NYA,AL,8,TOR,AL,10,2,4,51,N,,,,TOR02,36238,142,000200000,00003100x
4/14/16,0,Thu,CIN,NL,9,CHN,NL,9,1,8,51,N,,,,CHI11,34898,187,000000001,01002005x
4/14/16,0,Thu,SFN,NL,10,COL,NL,9,6,11,51,D,,,,DEN02,21226,206,000100320,00009002x
4/14/16,0,Thu,ARI,NL,10,LAN,NL,10,2,5,51,N,,,,LOS03,40879,156,000011000,00000050x
4/14/16,0,Thu,SDN,NL,10,PHI,NL,10,0,3,51,D,,,,PHI13,18079,147,000000000,01000110x
4/14/16,0,Thu,DET,AL,8,PIT,NL,10,7,4,54,D,,,,PIT08,18751,200,000200230,000000310
4/14/16,0,Thu,MIL,NL,9,SLN,NL,9,0,7,51,D,,,,STL10,40168,149,000000000,03200020x
4/14/16,0,Thu,ATL,NL,9,WAS,NL,8,2,6,51,D,,,,WAS11,21144,149,001000010,00410100x
4/15/16,0,Fri,TOR,AL,11,BOS,AL,9,3,5,51,N,,,,BOS07,31415,182,010000200,31000100x
4/15/16,0,Fri,NYN,NL,9,CLE,AL,8,6,5,54,N,,,,CLE08,15365,217,100050000,100010003
4/15/16,0,Fri,DET,AL,9,HOU,AL,11,0,1,51,N,,,,HOU03,30092,154,000000000,10000000x
4/15/16,0,Fri,ANA,AL,10,MIN,AL,10,4,5,51,N,,,,MIN04,22461,209,000001300,00000221x
4/15/16,0,Fri,SEA,AL,10,NYA,AL,9,7,1,54,N,,,,NYC21,35531,198,000121111,100000000
4/15/16,0,Fri,KCA,AL,10,OAK,AL,11,4,2,54,N,,,,OAK01,19451,195,201000001,010100000
4/15/16,0,Fri,CHA,AL,10,TBA,AL,10,1,0,54,N,,,,STP01,16801,143,000000001,000000000
4/15/16,0,Fri,BAL,AL,10,TEX,AL,12,11,5,54,N,,,,ARL02,32628,167,100000910,050000000
4/15/16,0,Fri,COL,NL,10,CHN,NL,10,6,1,54,D,,,,CHI11,34437,179,010002120,000000100
4/15/16,0,Fri,SFN,NL,11,LAN,NL,11,3,7,51,N,,,,LOS03,53449,165,001002000,10140100x
4/15/16,0,Fri,ATL,NL,10,MIA,NL,8,6,3,54,N,,,,MIA02,18071,185,000000240,101010000
4/15/16,0,Fri,WAS,NL,9,PHI,NL,11,9,1,54,N,,,,PHI13,22624,191,501012000,000000001
4/15/16,0,Fri,MIL,NL,10,PIT,NL,11,8,4,54,N,,,,PIT08,24280,210,011102021,000000400
4/15/16,0,Fri,ARI,NL,11,SDN,NL,11,3,2,54,N,,,,SAN02,28955,188,010000101,010100000
4/15/16,0,Fri,CIN,NL,10,SLN,NL,10,3,14,51,N,,,,STL10,44997,151,003000000,40300142x
4/16/16,0,Sat,TOR,AL,12,BOS,AL,10,2,4,51,D,,,,BOS07,36267,163,100100000,00400000x
4/16/16,0,Sat,NYN,NL,10,CLE,AL,9,5,7,51,D,,,,CLE08,20165,174,100000040,00002320x
4/16/16,0,Sat,DET,AL,10,HOU,AL,12,5,3,54,N,,,,HOU03,30013,197,010012001,300000000
4/16/16,0,Sat,ANA,AL,11,MIN,AL,11,4,6,51,D,,,,MIN04,27464,175,040000000,20101002x
4/16/16,0,Sat,SEA,AL,11,NYA,AL,10,3,2,54,D,,,,NYC21,38574,201,000030000,001000100
4/16/16,0,Sat,KCA,AL,11,OAK,AL,12,3,5,51,D,,,,OAK01,25564,182,100100001,31000010x
4/16/16,0,Sat,CHA,AL,11,TBA,AL,11,2,7,51,N,,,,STP01,30451,172,000000200,00130012x
4/16/16,0,Sat,BAL,AL,11,TEX,AL,13,4,8,51,N,,,,ARL02,39493,168,101020000,10001060x
4/16/16,0,Sat,COL,NL,11,CHN,NL,11,2,6,51,D,,,,CHI11,41702,159,000000002,00020031x
4/16/16,0,Sat,SFN,NL,12,LAN,NL,12,4,3,54,N,,,,LOS03,53409,212,100120000,000000120
4/16/16,0,Sat,ATL,NL,11,MIA,NL,9,6,4,54,N,,,,MIA02,33123,175,021300000,030001000
4/16/16,0,Sat,WAS,NL,10,PHI,NL,12,8,1,54,N,,,,PHI13,30320,157,300220001,000010000
4/16/16,0,Sat,MIL,NL,11,PIT,NL,12,0,5,51,N,,,,PIT08,34957,172,000000000,00031001x
4/16/16,0,Sat,ARI,NL,12,SDN,NL,12,3,5,83,N,,,,SAN02,34051,325,00001011000000,02100000000002
4/16/16,0,Sat,CIN,NL,11,SLN,NL,11,9,8,54,D,,,,STL10,44425,192,000224001,040001102
4/17/16,0,Sun,TOR,AL,13,BOS,AL,11,5,3,54,D,,,,BOS07,37217,189,200000201,000010002
4/17/16,0,Sun,NYN,NL,11,CLE,AL,10,6,0,54,D,,,,CLE08,17621,152,330000000,000000000
4/17/16,0,Sun,DET,AL,11,HOU,AL,13,4,5,51,D,,,,HOU03,30657,193,000031000,20120000x
4/17/16,0,Sun,ANA,AL,12,MIN,AL,12,2,3,71,D,,,,MIN04,25932,242,200000000000,000100010001
4/17/16,0,Sun,SEA,AL,12,NYA,AL,11,3,4,51,D,,,,NYC21,43856,154,100110000,02101000x
4/17/16,0,Sun,KCA,AL,12,OAK,AL,13,2,3,51,D,,,,OAK01,29668,157,011000000,00010011x
4/17/16,0,Sun,CHA,AL,12,TBA,AL,12,2,3,51,D,,,,STP01,21810,156,001000100,10200000x
4/17/16,0,Sun,COL,NL,12,CHN,NL,12,2,0,54,D,,,,CHI11,41678,158,000100001,000000000
4/17/16,0,Sun,SFN,NL,13,LAN,NL,13,1,3,51,N,,,,LOS03,48911,162,001000000,00002010x
4/17/16,0,Sun,ATL,NL,12,MIA,NL,10,6,5,60,D,,,,MIA02,24780,209,4000010001,0000031010
4/17/16,0,Sun,WAS,NL,11,PHI,NL,13,2,3,59,D,,,,PHI13,37378,204,0000010001,0100000002
4/17/16,0,Sun,MIL,NL,12,PIT,NL,13,3,9,51,D,,,,PIT08,31124,211,000300000,01501002x
4/17/16,0,Sun,ARI,NL,13,SDN,NL,13,7,3,54,D,,,,SAN02,30520,157,200202010,201000000
4/17/16,0,Sun,CIN,NL,12,SLN,NL,12,3,4,51,D,,,,STL10,46268,164,100200000,02001001x
4/18/16,0,Mon,TOR,AL,14,BOS,AL,12,4,3,54,D,,,,BOS07,37168,192,000000040,010000002
4/18/16,0,Mon,ANA,AL,13,CHA,AL,13,7,0,54,N,,,,CHI12,14706,178,501000010,000000000
4/18/16,0,Mon,MIL,NL,13,MIN,AL,13,4,7,36,N,,,,MIN04,21078,141,100210,021202
4/18/16,0,Mon,COL,NL,13,CIN,NL,13,5,1,54,N,,,,CIN09,12777,161,010000040,000001000
4/18/16,0,Mon,WAS,NL,12,MIA,NL,11,1,6,51,N,,,,MIA02,16112,163,000010000,31001010x
4/18/16,0,Mon,NYN,NL,12,PHI,NL,14,5,2,54,N,,,,PHI13,21585,171,100001021,001000001
4/18/16,0,Mon,ARI,NL,14,SFN,NL,14,9,7,66,N,,,,SFO03,41432,275,10010202102,02004001000
4/18/16,0,Mon,CHN,NL,13,SLN,NL,13,5,0,54,N,,,,STL10,45432,152,000001310,000000000
4/19/16,0,Tue,TOR,AL,15,BAL,AL,12,4,3,54,N,,,,BAL12,16783,170,012000100,000100200
4/19/16,0,Tue,TBA,AL,13,BOS,AL,13,3,0,60,N,,,,BOS07,32061,205,0000000003,0000000000
4/19/16,0,Tue,ANA,AL,14,CHA,AL,14,0,5,51,N,,,,CHI12,12093,166,000000000,01010003x
4/19/16,0,Tue,SEA,AL,13,CLE,AL,11,2,3,51,N,,,,CLE08,9393,176,000001001,00120000x
4/19/16,0,Tue,DET,AL,12,KCA,AL,13,6,8,51,N,,,,KAN06,26889,188,000020310,03203000x
4/19/16,0,Tue,MIL,NL,14,MIN,AL,14,6,5,54,D,,,,MIN04,17597,203,200030001,110000030
4/19/16,0,Tue,OAK,AL,14,NYA,AL,12,3,2,66,N,,,,NYC21,31952,210,01000100001,10001000000
4/19/16,0,Tue,HOU,AL,14,TEX,AL,14,5,7,51,N,,,,ARL02,24181,202,020000201,30100210x
4/19/16,0,Tue,LAN,NL,14,ATL,NL,13,1,8,51,N,,,,ATL02,14160,177,000010000,20220020x
4/19/16,0,Tue,COL,NL,14,CIN,NL,14,3,4,51,N,,,,CIN09,13240,172,010000002,04000000x
4/19/16,0,Tue,WAS,NL,13,MIA,NL,12,7,0,54,N,,,,MIA02,16529,158,000000700,000000000
4/19/16,0,Tue,NYN,NL,13,PHI,NL,15,11,1,54,N,,,,PHI13,22417,183,203001320,000000010
4/19/16,0,Tue,PIT,NL,14,SDN,NL,14,4,5,51,N,,,,SAN02,19449,241,101100010,00023000x
4/19/16,0,Tue,ARI,NL,15,SFN,NL,15,3,0,54,N,,,,SFO03,41218,188,000030000,000000000
4/19/16,0,Tue,CHN,NL,14,SLN,NL,14,2,1,54,N,,,,STL10,43841,200,000200000,010000000
4/20/16,0,Wed,TOR,AL,16,BAL,AL,13,3,4,59,N,,,,BAL12,15404,202,0010101000,3000000001
4/20/16,0,Wed,TBA,AL,14,BOS,AL,14,3,7,51,N,,,,BOS07,31689,182,000002100,32001100x
4/20/16,0,Wed,ANA,AL,15,CHA,AL,15,1,2,51,D,,,,CHI12,12785,179,000000010,10001000x
4/20/16,0,Wed,SEA,AL,14,CLE,AL,12,2,1,54,N,,,,CLE08,9890,168,020000000,001000000
4/20/16,0,Wed,DET,AL,13,KCA,AL,14,3,2,54,N,,,,KAN06,28928,188,001001001,000000002
4/20/16,0,Wed,OAK,AL,15,NYA,AL,13,5,2,54,N,,,,NYC21,37396,177,000300020,010000010
4/20/16,0,Wed,HOU,AL,15,TEX,AL,15,1,2,51,N,,,,ARL02,25821,190,000001000,02000000x
4/20/16,0,Wed,LAN,NL,15,ATL,NL,14,5,3,60,N,,,,ATL02,16087,234,0000120002,0012000000
4/20/16,0,Wed,COL,NL,15,CIN,NL,15,5,6,52,D,,,,CIN09,12979,175,000200030,030000201
4/20/16,0,Wed,WAS,NL,14,MIA,NL,13,3,1,54,N,,,,MIA02,16961,153,101010000,000010000
4/20/16,0,Wed,MIN,AL,15,MIL,NL,15,5,10,51,N,,,,MIL06,21087,202,010003001,00013141x
4/20/16,0,Wed,NYN,NL,14,PHI,NL,16,4,5,65,N,,,,PHI13,20057,243,02002000000,02010010001
4/20/16,0,Wed,PIT,NL,15,SDN,NL,15,2,8,51,N,,,,SAN02,20681,179,000000110,04310000x
4/20/16,0,Wed,ARI,NL,16,SFN,NL,16,2,1,54,N,,,,SFO03,41497,174,000000200,000000100
4/20/16,0,Wed,CHN,NL,15,SLN,NL,15,3,5,51,D,,,,STL10,43093,160,000100020,22000001x
4/21/16,0,Thu,TOR,AL,17,BAL,AL,14,2,3,51,N,,,,BAL12,17644,189,200000000,10000011x
4/21/16,0,Thu,TBA,AL,15,BOS,AL,15,12,8,54,D,,,,BOS07,37954,256,101600013,500002100
4/21/16,0,Thu,ANA,AL,16,CHA,AL,16,3,2,54,D,,,,CHI12,11418,168,000020001,000000101
4/21/16,0,Thu,SEA,AL,15,CLE,AL,13,10,7,60,D,,,,CLE08,11525,236,0203020003,0000320200
4/21/16,0,Thu,DET,AL,14,KCA,AL,15,0,4,51,N,,,,KAN06,30763,172,000000000,10030000x
4/21/16,0,Thu,OAK,AL,16,NYA,AL,14,7,3,54,N,,,,NYC21,33818,198,000110221,010100100
4/21/16,0,Thu,HOU,AL,16,TEX,AL,16,4,7,51,N,,,,ARL02,25886,162,100100020,31101010x
4/21/16,0,Thu,LAN,NL,16,ATL,NL,15,2,1,60,D,,,,ATL02,18431,208,1000000001,1000000000
4/21/16,0,Thu,CHN,NL,16,CIN,NL,16,16,0,54,N,,,,CIN09,16497,176,220104403,000000000
4/21/16,0,Thu,WAS,NL,15,MIA,NL,14,1,5,51,D,,,,MIA02,17395,158,100000000,31001000x
4/21/16,0,Thu,MIN,AL,16,MIL,NL,16,8,1,54,D,,,,MIL06,30107,198,201000122,100000000
4/21/16,0,Thu,PIT,NL,16,SDN,NL,16,11,1,54,N,,,,SAN02,20387,195,010200800,000000010
4/21/16,0,Thu,ARI,NL,17,SFN,NL,17,6,2,54,D,,,,SFO03,41052,190,101100003,002000000
4/22/16,0,Fri,SEA,AL,16,ANA,AL,17,5,2,60,N,,,,ANA01,40755,203,2000000003,0001100000
4/22/16,0,Fri,TEX,AL,17,CHA,AL,17,0,5,51,N,,,,CHI12,15486,161,000000000,01100300x
4/22/16,0,Fri,CLE,AL,14,DET,AL,15,2,1,54,N,,,,DET05,25086,166,100000100,000001000
4/22/16,0,Fri,BOS,AL,16,HOU,AL,17,6,2,54,N,,,,HOU03,26672,208,211100001,000000101
4/22/16,0,Fri,BAL,AL,15,KCA,AL,16,2,4,51,N,,,,KAN06,29546,151,000101000,31000000x
4/22/16,0,Fri,TBA,AL,16,NYA,AL,15,3,6,51,N,,,,NYC21,31843,182,020100000,02001102x
4/22/16,0,Fri,OAK,AL,17,TOR,AL,18,8,5,54,N,,,,TOR02,34251,201,130020002,001001120
4/22/16,0,Fri,PIT,NL,17,ARI,NL,18,8,7,54,N,,,,PHO01,27829,192,032000210,011200030
4/22/16,0,Fri,NYN,NL,15,ATL,NL,16,6,3,54,N,,,,ATL02,21173,201,040100100,020000100
4/22/16,0,Fri,CHN,NL,17,CIN,NL,17,8,1,54,N,,,,CIN09,25940,183,010300004,000001000
4/22/16,0,Fri,LAN,NL,17,COL,NL,16,5,7,51,N,,,,DEN02,37153,207,300020000,01030012x
4/22/16,0,Fri,PHI,NL,17,MIL,NL,17,5,2,54,N,,,,MIL06,23439,168,000130100,100000001
4/22/16,0,Fri,SLN,NL,16,SDN,NL,17,1,4,51,N,,,,SAN02,30074,155,000100000,10110010x
4/22/16,0,Fri,MIA,NL,15,SFN,NL,18,1,8,51,N,,,,SFO03,41760,189,000100000,30003200x
4/22/16,0,Fri,MIN,AL,17,WAS,NL,16,4,8,51,N,,,,WAS11,27684,171,000100210,40301000x
4/23/16,0,Sat,SEA,AL,17,ANA,AL,18,2,4,51,N,,,,ANA01,41058,165,010001000,00100201x
4/23/16,0,Sat,TEX,AL,18,CHA,AL,18,3,4,64,D,,,,CHI12,20182,237,01000010100,01000002001
4/23/16,0,Sat,CLE,AL,15,DET,AL,16,10,1,54,D,,,,DET05,31163,161,305000200,000010000
4/23/16,0,Sat,BOS,AL,17,HOU,AL,18,3,8,51,D,,,,HOU03,40232,208,100001010,01004003x
4/23/16,0,Sat,BAL,AL,16,KCA,AL,17,8,3,54,N,,,,KAN06,39900,184,021400001,020010000
4/23/16,0,Sat,TBA,AL,17,NYA,AL,16,2,3,53,D,,,,NYC21,40714,175,000110000,100000101
